date,filename,total_endorsement_count,purchase_pct,refinance_pct,purchase_loan_count,first_time_homebuyer_pct,203k_pct,minority_pct,non_minority_pct,undisclosed_race_pct,refinance_loan_count,fha_streamline_pct,fha_to_fha_pct,fha_to_fha_noncash_pct,fha_to_fha_cashout_pct,conv_to_fha_pct,conv_to_fha_noncash_pct,conv_to_fha_cashout_pct,single_family_detached_pct,townhome_pct,condominium_pct,2_4_unit_pct,manufactured_housing_pct
2024-09-01,FHAProdReport_Sep2024.pdf,67110,75.6,24.4,50714,82.7,0.5,35.0,34.5,30.6,16396,19.9,36.8,10.1,89.9,43.3,9.4,90.6,84.9,7.0,1.8,2.0,4.3
2024-10-01,FHAProdReport_Oct2024.pdf,73780,70.9,29.1,52315,82.5,0.5,34.0,34.6,31.4,21465,27.3,34.7,17.6,82.4,38.0,11.3,88.7,85.4,6.6,1.9,2.0,4.1
2024-11-01,FHAProdReport_Nov2024.pdf,67639,67.5,32.5,45684,82.3,0.5,34.8,35.3,29.9,21955,29.9,34.8,24.6,75.4,35.3,14.2,85.8,85.8,6.6,1.8,2.0,3.8
2024-12-01,FHAProdReport_Dec2024.pdf,73158,69.8,30.2,51043,82.2,0.5,35.7,35.7,28.6,22115,24.7,37.1,21.2,78.8,38.2,12.9,87.1,85.4,6.8,1.9,2.1,3.9
2025-01-01,fhaprodreport-jan2025.pdf,74732,72.5,27.5,54144,82.2,0.5,39.4,38.0,22.6,20588,19.8,38.3,18.0,82.0,41.9,12.5,87.5,84.8,7.1,1.9,2.2,4.0
2025-02-01,fhaprodreport-feb2025.pdf,60034,71.9,28.1,43178,82.0,0.6,41.9,40.9,17.2,16856,17.5,38.5,17.9,82.1,44.1,11.4,88.6,84.7,7.3,2.0,2.1,4.0
2025-03-01,FHAProd_Mar2025.pdf,64204,75.4,24.6,48423,82.9,0.5,41.1,43.6,15.3,15781,16.5,38.4,13.5,86.5,45.1,11.3,88.7,85.2,7.1,1.8,1.8,4.1
2025-04-01,FHAProd_Apr2025.pdf,74455,75.0,25.0,55850,84.2,0.5,41.9,43.6,14.5,18605,24.9,35.2,16.6,83.4,39.9,13.2,86.8,85.5,7.0,1.8,1.7,4.1
2025-05-01,FHAProd_May2025.pdf,74389,74.9,25.1,55706,83.9,0.5,42.9,43.8,13.3,18683,28.4,34.2,18.2,81.8,37.4,14.2,85.8,85.6,6.8,1.8,1.7,4.0
2025-06-01,FHAProd-June2025.pdf,78257,78.3,21.7,61275,84.2,0.5,43.6,44.2,12.2,16982,21.8,37.6,16.9,83.1,40.6,13.0,87.0,85.0,7.2,1.9,1.8,4.1
